Rank,Metropolitan Area,State,Investment Score (v2),Appreciation Score,Cash Flow Score,Boom Score (Legacy v1),Median Home Value,Price-to-Income Ratio,1-Year Price Change (%),3-Year Price CAGR (%),Indian Pop (2018),Indian Pop (2023),Indian Pop CAGR (%),Tech Wage CAGR (%),Latest Tech Wages ($),Tech Employment,Median Income,Supply Constraint (0-100),Price Momentum (0-100),Affordability Gap (0-100),Price-to-Rent (0-100),Rent Growth (0-100),Unemployment Rate (%),Zillow Home Value,Zillow Monthly Rent,Price-to-Rent Ratio,1-Year Rent Change (%),Net Migration (Households),Avg AGI Inflow ($K),AGI Ratio (In/Out),Migration Score (0-100)
11,"Akron, OH Metro Area",OH,58.64313796491269,63.739609066312,53.54666686351338,71.45986972781003,199000,2.7905541844289883,3.3636111740526204,5.261289224231769,120,5654,116.0901204730195,-6.150145790250383,80690614,3312,71312,0.7721672739892417,86.64587510637963,86.98851515608328,67.60057889602729,71.978535312008,4.8,229491.04974917352,1246.3818330362449,15.343816508603044,3.024315749734786,-662.0,157.37510271158587,1.7745947150566357,70.43202707198111
12,"Omaha, NE-IA Metro Area",NE,58.259671113422186,58.56047333433018,57.95886889251418,55.61772526606338,248100,2.9883285354660756,1.4306656917522147,3.275347549056762,582,6784,63.42277129652236,-11.904001897485273,190429514,6344,83023,5.032101336109665,68.90795195823617,78.56884630701943,52.62204017072213,77.45636289559901,3.0,295611.26474932063,1394.95844063748,17.65950249470214,3.4614313213183907,-664.0,69.63647892577397,0.8363137411290559,70.9026884296589
13,"Bridgeport-Stamford-Danbury, CT Metro Area",CT,57.99271498571061,64.47159656374012,51.513833407681105,52.95712756996964,530800,4.753886938453823,3.892781342182471,6.126912673348084,522,17251,101.2930379836697,9.553680264041464,234225828,4955,111656,29.559257331251082,92.4913008731171,34.44750143598788,43.58920134116558,60.580530317419445,3.8,646945.9589501537,2775.020532469263,19.427662828092352,2.1147863072516335,-682.0,248.3373652694611,1.0904420938816344,70.7595690131031
14,"Trenton-Princeton, NJ Metro Area",NJ,57.639025068628634,59.21688770494566,56.061162432311605,78.74586316243165,351000,3.643611223568248,0.44545755018310756,6.050004006722998,108,26804,201.2695028263458,8.758749138353018,150887871,4892,96333,13.959743189311121,71.50520456011404,57.20339034281311,75.8358277265449,55.17232586116242,5.2,431761.3425808419,2513.984571805006,14.311985954593032,1.6832264696949988,-1820.0,121.49988143229784,0.9776450039876231,69.97271470040974
15,"Detroit-Warren-Dearborn, MI Metro Area",MI,57.240315457290905,59.780934259847534,54.69969665473428,75.6493153418121,237100,3.156157235467167,3.0065546481368863,4.286912581295121,1280,92031,135.14991943138415,-6.342246489969938,719638275,23691,75123,4.077737289606108,81.50218662773545,72.25166848786124,75.0080390038107,65.45168133186144,5.1,256080.86150006903,1480.9840215431348,14.40938692197151,2.5034907575936107,-7840.0,85.35055306187881,0.7695877926922915,66.74041102340227
16,"Harrisburg-Carlisle, PA Metro Area",PA,56.461164851838205,63.01624436011806,49.906085343558345,69.84334651448081,239100,3.0158549967835926,3.4251298507506913,4.661577668258277,100,11443,158.0524457731775,-5.3847295992295985,82890018,3021,79281,4.251258025334027,85.17307803191144,77.48453139715627,50.286461785723006,71.48135102099538,4.1,299596.08798164217,1380.492792792793,18.085093088120313,2.9846418110735202,240.0,69.14120991944401,0.798251458307192,71.47016364786779
17,"Worcester, MA Metro Area",MA,56.30789927865044,59.1662414599137,53.44955709738717,59.255453212914986,390700,4.175885251333355,1.412715277650485,5.545999386784528,438,17347,108.71326576548195,12.355298336841013,181173933,3753,93561,17.404129793510325,75.7782621171,44.78404990329101,48.04343686796857,81.91775961833892,4.7,462493.12974263745,2081.773563953949,18.51358611357232,3.8174385064228282,-3423.0,80.0446023586332,0.829628068994162,69.16696418654179
18,"Buffalo-Cheektowaga, NY Metro Area",NY,56.29757094451735,62.88391925036247,49.71122263867222,62.6465352818617,209600,2.9700164371138693,3.739528530968127,5.261306262148757,992,12215,65.22522799627752,-6.492419899010327,114212008,3971,70572,1.691827173347215,88.9086059171366,79.30132460467694,56.953092713882604,68.82586618829708,4.2,273962.26407889905,1349.2149584076053,16.921090691276238,2.772741426703341,-3423.0,76.65725249424405,0.8866091226984866,69.0187717372505
19,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",VA,56.02819331000049,49.03795075866693,63.018435861334055,29.066288082544286,318000,3.948691840611923,1.5763660388315737,3.9918652332407545,946,7954,53.08720362041257,-100.0,0,0,80533,11.096651049800451,71.98699617267252,49.67550168823421,58.97247732557289,95.64422515597508,3.5,359155.1680688264,1803.2587643086988,16.597505544659167,4.912772694610826,-129.0,64.62259533471702,0.9126478953802741,71.23515417434524
20,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",PA,55.711570384224046,57.66776935943126,53.755371409016824,69.07258778196127,326700,3.6595611215037023,2.464079705499901,4.629434457062143,1303,135674,153.227252360352,-7.246790590887098,1061612646,30114,89273,11.8514662502169,79.28965053434214,56.7787309677889,57.51663392508437,67.9091627776606,4.1,375500.893716028,1859.335769662891,16.82952678777095,2.699591016399569,-10638.0,93.40596148418916,0.8637690136206159,64.34314359344833
21,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",CA,55.47755837607076,62.01375372294661,48.94136302919492,44.62683266509974,1342700,8.528111582530931,-2.06606332580287,3.9773381354464954,2521,194040,138.37663456723504,-0.9416382174399551,6698067042,82036,157444,100.0,50.01825907549738,1.3976229166470349,0.0,93.53003362672816,5.6,1539984.6400126598,3414.006103248459,37.589872265394945,4.74406602674996,-1914.0,174.8788886614818,0.6269956138304533,70.41281379133646
22,"Milwaukee-Waukesha, WI Metro Area",WI,55.29751296263864,60.744301430884065,49.85072449439322,49.9003629467461,283800,3.7144652112454843,4.1719447879541605,5.897130685866059,855,16235,80.17612218701903,-21.592191337035473,209619230,6860,76404,8.129446468853029,93.46542429735271,55.344816523177656,35.54046476701201,79.51466973272835,3.1,364421.49095988646,1423.6957520313435,21.330721494856267,3.6256785444879114,-2235.0,88.42849515673862,0.8212505222295449,69.93002940977547
23,"Ann Arbor, MI Metro Area",MI,55.211810264799546,56.70430338300409,53.719317146595,59.24491546227753,353000,4.050208820964707,1.5242330302782192,3.1865587253139926,303,8597,95.24542202717605,1.407587948563327,137656324,3933,87156,14.133263925039042,69.1982685388868,47.42203118489067,67.20484518757475,64.44368025610153,5.1,399985.37584072584,2164.8223606094575,15.397159258836327,2.4230550447742543,-1439.0,96.9347164065474,0.9213340030148893,70.3172864470324
24,"Providence-Warwick, RI-MA Metro Area",RI,55.16021090394246,58.1437412469877,52.176680560897225,52.53924787907878,385900,4.505756252481143,2.226931433959948,5.637561149294434,494,13289,93.17595614079781,-1.7063969739407492,233805707,7546,85646,16.987680027763318,80.96049339534443,38.5600191124598,42.761078164943264,88.46569435686682,4.5,498502.5038954641,2118.6566074966854,19.607649100675225,4.339945685089345,-3450.0,90.1786432620223,1.001921627549909,68.69832129653041
25,"Greensboro-High Point, NC Metro Area",NC,55.151379173305884,55.2829342480794,55.019824098532375,67.39032947458077,207600,3.290902461835994,0.30233171802097103,2.816669892489654,312,6636,84.31061856838708,-4.516859350098512,74285589,2805,63083,1.5183064376192954,60.706767939757796,67.64609633050569,68.40621209512683,70.84311428989555,3.7,254620.81591040044,1392.616566666538,15.236355673016673,2.933712275730705,1665.0,66.02646706586826,0.995127770467524,72.58347705752573
26,"Columbia, SC Metro Area",SC,54.74403962958608,47.740154756181404,61.74792450299075,44.32451824592505,213400,3.2261965954101535,0.4386619162571525,2.3824184986391828,609,7424,64.89372695621505,-100.0,0,0,66146,2.021516571230262,60.19277362662113,69.80971969169897,85.82160062717858,75.29447225483652,4.4,248071.3832952512,1562.2078065567127,13.232948387429397,3.2889183955795613,1856.0,68.76458007732171,0.990006819591067,72.72066693841744
27,"St. Louis, MO-IL Metro Area",MO,54.29701494385943,51.98432254853536,56.6097073391835,41.21449241262931,232100,2.9670821348673697,2.0411023769688694,3.8884574547196182,1477,27618,79.62316562348568,-100.0,0,0,78225,3.643935450286309,74.46648225429328,79.41953625183585,64.99024591698111,74.93644748931023,4.1,263197.42216549534,1396.7775810092196,15.702656465851815,3.2603490042221357,-3466.0,81.4666713053159,0.8498471117943328,69.086614857098
28,"Baltimore-Columbia-Towson, MD Metro Area",MD,54.294397145262735,55.28087749224759,53.30791679827789,57.23962632881343,373300,3.8365878725590954,0.8655250152531284,2.7830590997869775,2023,44465,85.5258725382032,3.8283256858650194,1332169862,34373,97300,15.894499392677425,63.993380682723455,52.30254018765375,54.944801627037585,61.136618056049464,3.8,391726.858040778,1891.7796564024893,17.25565909658259,2.1591605789884865,-9208.0,85.81375959880896,0.8140365101940462,65.62954980593163
29,"Oklahoma City, OK Metro Area",OK,53.5173575451264,48.79539132487717,58.23932376537564,42.63777019415729,214700,3.0454332685570007,0.547382078073648,2.0709391310337777,597,9529,74.02618478789545,-100.0,0,0,70499,2.1343050494534097,59.889905318804686,76.34123958073292,71.51223646837607,65.22668836514879,3.2,239568.5364223572,1345.6695199675837,14.835770897407278,2.485536937809014,2608.0,69.30737168036204,0.920992390582458,73.14956016058463
30,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",PA,53.06594216965393,52.72371472862436,53.4081696106835,37.9233396643352,277800,3.363114694559454,2.506278923161042,4.8617879546553056,303,10128,101.75124008297401,-100.0,0,0,82602,7.60888426166927,80.25773921008847,65.32977968470493,59.869997949031585,68.1291556511356,4.1,350432.5785762283,1774.4183812957308,16.457626447730835,2.7171458424991344,-360.0,71.24093473005641,0.7232246774547647,71.1267870702088
31,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",MN,52.911223694944454,47.88656899152119,57.93587839836771,31.863103429637384,354400,3.6096964758606642,1.363224673078552,1.7010614078471153,1620,42280,92.01006419563858,-100.0,0,0,98180,14.254728440048586,63.663792237723825,58.1188299914926,48.32908803672413,83.57799698216684,3.7,375609.89703347906,1695.7962620292392,18.45789229145631,3.949920880718068,-6026.0,85.29495146187108,0.7247955626017879,68.00616915118874
32,"Indianapolis-Carmel-Greenwood, IN Metro Area",IN,52.66511102890588,49.092513729215426,56.23770832859634,40.424526764258204,244000,3.166158437682476,1.0968603562991845,2.2768206829250515,1233,25903,83.85582663473568,-100.0,0,0,77065,4.67638382786743,63.82999390123711,71.8963606580728,64.32874679986911,70.87587406010269,3.7,285178.9322859435,1504.463116100683,15.796273613821322,2.9363264152706074,86.0,82.07300826005861,0.9133111361138375,71.38428129873915
33,"Kansas City, MO-KS Metro Area",MO,52.57049419741443,51.865706596725374,53.27528179810349,32.64940251851621,265400,3.239469283630549,2.288357022687292,3.7074564118844577,1695,17958,60.33105597543062,-100.0,0,0,81927,6.5330557001561695,75.39846154304344,69.3588634960664,52.01946818034911,78.61043136904424,4.1,311790.4789503016,1462.3736227405182,17.767374567269147,3.5535228106394037,-485.0,79.63331116136757,0.8297808882811187,71.01883515507772
34,"San Francisco-Oakland-Fremont, CA Metro Area",CA,52.34958877486372,53.30708339238869,51.39209415733874,46.67675522472502,1113800,8.32560920914935,-2.8306793280371503,0.129268166759422,6588,240664,105.3674014984157,13.61299948364929,11441619774,121773,133780,80.14055179593961,33.589763295979786,2.41014630972423,13.28677968866249,100.0,5.6,1087917.108810567,3099.0917742860843,29.25365418984144,5.2603515443612014,-15432.0,162.1823009312546,0.6408920234875941,63.81017896774171
35,"Des Moines-West Des Moines, IA Metro Area",IA,51.7153149809744,57.84078746220736,45.58984249974144,50.35354714885945,252400,2.9973043261409114,1.3819208729546142,2.786078445476159,1435,6572,35.57172772722006,-12.288673878346124,142363135,4577,84209,5.405170917924692,67.11089044286435,78.21308609309838,45.141567555131395,56.130600859588284,3.7,286598.93810836255,1250.4958298804452,19.099019982055378,1.7596941783402942,-1685.0,71.98346456692913,1.006319317601075,70.0362824687926
36,"Lafayette-West Lafayette, IN Metro Area",IN,51.68530983651739,41.43761348339146,61.933006189643315,54.67962640267879,204300,3.410969196093163,-0.7407529861598945,-1.3421867247157104,90,5050,123.77407662097824,-100.0,0,0,59895,1.2319972236682284,41.647010170135324,63.848806602139284,100.0,53.9197466813677,3.7,193480.5810473496,1348.858275058275,11.953354961068255,1.5832740970117456,-863.0,65.80488782051282,0.992544278102293,70.6738016860103
37,"Cincinnati, OH-KY-IN Metro Area",OH,51.62117182065275,53.13522897865832,50.10711466264718,45.863420704879886,240200,3.021763743867153,2.4449905904788656,4.204305485232851,371,22030,126.32270101689684,-100.0,0,0,79490,4.3466944299843835,77.86820997805489,77.25435102792211,62.309889377019715,62.03247623183594,4.8,297207.96248355997,1539.393554646913,16.08901773831589,2.230647596896786,-938.0,82.22544903195708,0.8732188992806633,70.70228314653137
38,"Birmingham, AL Metro Area",AL,51.193388623798235,45.95008069233903,56.43669655525744,40.86970815977959,226200,3.248739713042354,0.37525408162710105,0.6079715792468132,287,5720,81.92937452613975,-100.0,0,0,69627,3.1320492798889465,54.357739307299966,69.04614403289528,67.18621793706963,57.97811459973988,2.8,252254.39514200247,1365.041391508205,15.399679252173446,1.907120692266006,-99.0,83.4985384865216,0.8892743656608914,71.25771468200651
39,"Madison, WI Metro Area",WI,50.47352035988372,51.5045145110623,49.44252620870515,30.843050681420216,344600,3.9688115447959738,2.482705898494359,5.0343464168837615,274,9880,104.83363700325205,-100.0,0,0,86827,13.404476834981779,80.64617212855201,49.21972541221758,42.06196379489864,62.404049576541986,3.1,427011.70967812074,1800.623714644462,19.762212865706708,2.260298127600409,-569.0,81.20692257925383,0.911864832122672,70.9303910003177
40,"Richmond, VA Metro Area",VA,50.394428439728216,49.18721249994213,51.60164437951431,35.357131067638015,325800,3.859960902790119,1.4087404581957224,3.4992025957274686,428,21185,118.23124980525148,-100.0,0,0,84405,11.773381919139338,69.46395198146676,51.74222704471979,45.76269906794547,72.58059503663708,3.5,380430.86767573626,1671.1407957227043,18.97061719003826,3.0723584594847297,1297.0,83.77921396233843,1.041273611023723,72.35071354679869
41,"Gainesville, FL Metro Area",FL,50.21963448865604,46.38976781737076,54.049501159941315,66.05309374252747,245800,4.1699182302446305,-2.797027386983476,0.9239369115217277,220,5847,92.70903763620584,0.0,0,0,58946,4.832552490022557,36.23455896282478,44.90570360321732,72.70409412640554,67.03717197947884,3.9,297027.2506335342,1685.2503283938556,14.687592976005083,2.630008549564606,-86.0,82.64090106007068,1.1242532867416732,71.25114438017158
42,"Greenville-Anderson-Greer, SC Metro Area",SC,50.16090830393881,57.83375688396965,42.48805972390798,64.10485319256806,242700,3.516575866465747,1.0267566331588078,2.1067543319338355,451,6530,70.66612500058275,10.890449627159171,99005464,3465,69016,4.563595349644283,62.885371656681315,60.723177760499844,60.273096084047374,43.21708588440736,4.4,304764.35976323974,1549.0180273713142,16.39556772839421,0.7292312085968676,5700.0,87.12428323776504,1.1865398205791773,76.46321701000011
43,"Boston-Cambridge-Newton, MA-NH Metro Area",MA,50.08526372769751,55.68325141540552,44.48727603998949,52.172840776296454,610900,5.430994630347427,1.3787328186988634,4.582454454136475,2890,103832,104.68531014422582,2.54736541077365,3236304850,60924,112484,36.50876279715426,72.61247275249501,25.13699361026202,40.44010408420645,49.37356140864409,4.7,709858.6542475243,2938.593515501363,20.130340430519787,1.2205010188731993,-15927.0,127.46672833795868,0.9374437480508262,59.9805605613364
44,"Fresno, CA Metro Area",CA,49.73354630153426,51.03102124132049,48.43607136174803,62.09302044475016,363300,5.0530620192775775,-0.06706045987005359,2.0626395671564657,467,23171,118.33611549362809,2.575087413401822,24218536,1117,71897,15.026895714037828,56.16601667239117,30.02604058587666,60.44611995646645,69.15190791016552,5.6,399477.4017776398,2033.69994863149,16.36907327645419,2.7987586591627087,-2418.0,54.271156289707754,0.6950995236270032,70.04760123889109
45,"Fayetteville-Springdale-Rogers, AR Metro Area",AR,49.44040166890869,52.27012866893002,46.61067466888737,31.67933113188006,273400,3.50607214762949,2.8517852221440103,3.8027812597297705,494,8324,75.92235273580823,-100.0,0,0,77979,7.227138643067847,79.08274386801651,61.02562253976663,43.928100942115975,67.72691792865649,3.9,359355.5484903327,1547.2159949578672,19.354954838314736,2.685048378807391,2247.0,82.35644576633516,0.9816887781763253,73.00057197449111
46,"Houston-Pasadena-The Woodlands, TX Metro Area",TX,49.400926607483505,53.60911940034175,45.192733814625264,69.83385243396108,275200,3.4204181063411965,-2.002313622534682,-0.6129804208776402,3470,157394,114.45280918400296,0.0,1205105039,35861,80458,7.383307305222974,36.29462690830935,63.56128626178462,65.92419646479303,34.123234271942394,4.1,303674.5448959297,1625.0729097305048,15.57235489136145,0.003566867246195429,20057.0,84.85029280454572,0.8473487355453223,84.23729849608713
47,"Memphis, TN-MS-AR Metro Area",TN,49.12282858264119,42.45359924691799,55.792057918364385,51.02572164449812,228100,3.523160805029115,-0.6008957902944555,0.08703287632190193,140,11421,141.16552186880375,-100.0,0,0,64743,3.2968939788304703,46.881218500071355,60.53449026739746,78.29360400618125,57.83274719977193,3.6,240716.4663852601,1429.731528394,14.030400207119886,1.89552077365649,-1914.0,65.72380605556134,0.9252120581222694,69.9791409534148
48,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",FL,49.0240489067973,49.001322590660756,49.04677522293384,57.9080981216279,405600,5.519794232522693,-4.553479901276345,0.9713563191614094,3904,52728,68.30859628192789,5.958656623067471,1456175421,39088,73481,18.696859274683327,25.80805558473273,24.0853887065722,73.06846601395452,40.03782646940816,3.9,467083.4112146811,2658.193879467192,14.642881357106003,0.4755350534709136,12660.0,256.524909623453,1.751610734096452,88.17305642664822
49,"New York-Newark-Jersey City, NY-NJ Metro Area",NY,48.8284137121977,38.43372850861629,59.223098915779104,59.2871437102881,587400,6.034890171985124,3.083035532380397,4.863923527138558,11641,675110,125.25625026923106,-5.294794609056098,6675791836,135957,97334,34.4698941523512,83.73584936711595,18.5958012127262,52.420277821162074,88.46247708610716,4.2,699394.634660732,3293.660322796854,17.695475704742986,4.339688955733485,-100024.0,133.36266866709082,0.938526312084202,0.0
50,"Charlotte-Concord-Gastonia, NC-SC Metro Area",NC,48.29286105144741,54.44456990693833,42.141152195956494,59.44388544256406,319400,3.9824939838655378,-0.8194564966822708,1.2242669819524377,1209,49376,109.99933559890178,-7.297548403449161,647420019,19788,80201,11.218115564809995,49.0607250840615,48.912404749333895,48.988170989577846,42.218907370832106,3.7,382168.76820880984,1737.38414261287,18.33065962190637,0.6495793092178274,15721.0,93.02722880186006,0.990803207093437,83.15927770922437
51,"Dallas-Fort Worth-Arlington, TX Metro Area",TX,48.00250528599788,54.35965656783311,41.64535400416264,63.74856175134939,330300,3.7897997819975906,-3.7427594471874146,-1.476082481752361,5379,246678,114.9244256681833,-1.6333658324369282,4111416445,119219,87155,12.163803574527156,23.16617918996738,53.444939018384474,50.479128553816075,38.35931023515031,4.1,359523.2027465252,1659.921188592045,18.049210469417673,0.341594075600815,35077.0,106.3937936683853,1.0759653203994348,100.0
52,"Atlanta-Sandy Springs-Roswell, GA Metro Area",GA,47.93042867932462,43.34084814397958,52.52000921466966,38.607965971081214,335100,3.8812573837707616,-2.6286546636964667,0.2540874260080539,3795,151099,108.93440562988891,-100.0,0,0,86338,12.580253340274163,35.18937176376906,51.237569998425684,56.277246584971586,58.883877720998065,3.4,376192.30898192833,1840.5910053275256,17.0322244274191,1.979398097574293,15488.0,80.85308291523633,0.8340595787221559,81.13939678406209
53,"Stockton-Lodi, CA Metro Area",CA,47.38497337886369,45.05611002479717,49.71383673293021,62.178889572113874,494500,5.585614078684302,-4.152935018840729,-0.284568425816456,379,33307,144.78187742939852,12.067258461214347,18810673,610,88531,26.40985597778935,24.359157288633032,23.32749745736694,48.10830022800573,78.60311709127481,5.6,523017.269107694,2355.817746487763,18.50091013645718,3.5529391513950936,-2776.0,60.136673346693385,0.7294183281950747,69.78614931674491
54,"Bakersfield-Delano, CA Metro Area",CA,47.22392671734596,49.97080856763161,44.47704486706032,56.78959357863443,310600,4.590600059119125,-0.5285900617340987,2.9524648934685205,521,12362,88.38668464850726,-8.310065549133473,27595321,1248,67660,10.45462432760715,56.12271572666094,37.10379962777593,58.25689677270785,61.741857296203506,5.6,357337.8944547195,1781.9767414789428,16.7107444098919,2.2074570053304288,-3980.0,56.15095353209777,0.7510101801215232,69.05360202723962
55,"Columbus, OH Metro Area",OH,46.399598102372934,48.5717384885579,44.22745771618797,41.10097743550867,274300,3.43532004959485,0.9500948253706213,3.416179515522866,762,40437,121.29152992120189,-100.0,0,0,79847,7.30522297414541,66.44817162125388,63.11105012570791,51.266896099128445,56.9159815091666,4.8,319705.75941547076,1488.0584970812124,17.90396457546109,1.822365393582538,-2132.0,79.76836585488832,0.7518945955896917,70.10664489853053
56,"Seattle-Tacoma-Bellevue, WA Metro Area",WA,46.26010883835049,53.08905829929777,39.43115937740322,45.405579407506316,673500,5.981668650194504,-1.6256199593757057,1.826191394436405,5321,137852,91.72730270623153,4.224567844628879,4789060905,75750,112594,41.93996182543814,46.05824278086506,19.11920807200243,16.987840613924334,62.105653049372,4.5,730101.0381026445,2208.2773834094955,27.55168061418219,2.236486905625626,1843.0,113.88914877740787,0.7597369122380676,72.38844676855173
57,"Orlando-Kissimmee-Sanford, FL Metro Area",FL,46.019518940671134,48.467463815201334,43.57157406614093,61.91009449498438,338500,4.476861832273082,-4.169437442311786,-0.5470598004510774,1191,40912,102.8559683345701,2.2440305819327433,745710222,22587,75611,12.875238591011625,23.45311757720884,39.06854895420341,60.835824756404996,36.655690652527205,3.9,382156.4609124232,1952.601743071397,16.309711827158534,0.2056499195908619,14492.0,90.1327332135979,1.3117010868378651,85.76742131738648
58,"Tampa-St. Petersburg-Clearwater, FL Metro Area",FL,45.65209985579596,49.56566575812134,41.73853395347058,63.707697093503114,306100,4.29589917759003,-5.277550190956345,-1.8429639077568338,2581,42221,74.88320434369217,9.187607306489532,783969376,25046,71254,10.06420267221933,12.800613181717189,42.40899938464444,72.22635317187697,18.30714576956282,3.9,354666.2644511939,2004.2219381601951,14.746631336013824,-1.2585134849437847,22144.0,108.54725479659892,1.502211010413617,96.59870531564182
59,"Yuba City, CA Metro Area",CA,45.42434577540645,47.640262685620385,43.20842886519251,58.598871303287765,390800,5.2272544875739015,-1.7774764799745977,0.5874158730553969,208,11420,122.80275352127141,2.1391393972039374,3225669,130,74762,17.412805830296723,41.33709801101821,27.68480592738034,51.677707819183695,61.47852343716453,5.6,420778.89272263594,1966.7185185185183,17.82914402682285,2.186443687814567,-933.0,47.93544973544974,0.7365935000055199,70.80245090676488
